student_id,age,gender,study_hours_per_day,sleep_hours,phone_usage_hours,social_media_hours,youtube_hours,gaming_hours,breaks_per_day,coffee_intake_mg,exercise_minutes,assignments_completed,attendance_percentage,stress_level,focus_score,final_grade,productivity_score,total_screen_time,sleep_quality,exercise_level,stress_category,focus_efficiency,lifestyle_balance_score
7676,19,Other,5.54,4.21,2.67,6.3,4.88,2.71,2,372,5,10,56.8,5,61,47.58,48.26,16.56,Poor,Low,Moderate,11.010830324909747,-12.973333333333333
7677,21,Female,2.08,8.78,4.95,0.31,1.29,3.36,14,53,91,1,56.81,2,90,41.54,54.59,9.91,Excellent,High,Low,43.26923076923077,8.683333333333334
7678,18,Male,9.41,9.35,11.04,0.46,2.65,3.3,14,206,24,3,44.47,7,64,65.8,62.1,17.45,Excellent,Low,Moderate,6.801275239107333,-4.949999999999999
7679,26,Male,9.81,8.87,10.51,7.67,5.06,4.4,10,465,50,6,45.47,8,68,64.31,63.76,27.64,Excellent,Medium,High,6.931702344546381,-16.233333333333334
7680,17,Female,9.27,7.39,8.03,3.52,0.1,3.05,3,139,116,13,62.39,1,31,84.55,59.77,14.7,Good,High,Low,3.344120819848975,2.9466666666666654
7681,27,Male,8.78,9.48,3.77,5.92,2.85,3.97,3,38,65,12,99.48,6,42,72.14,74.36,16.509999999999998,Excellent,High,Moderate,4.783599088838269,-1.3833333333333293
7682,17,Male,1.24,9.73,4.79,7.01,2.75,5.87,6,485,17,19,60.96,6,79,77.4,46.58,20.42,Excellent,Low,Moderate,63.70967741935484,-6.393333333333334
7683,26,Female,8.62,8.71,8.01,3.05,5.61,1.46,4,211,104,5,45.07,7,70,64.43,63.9,18.13,Excellent,High,Moderate,8.120649651972158,-4.243333333333329
7684,23,Female,9.56,6.83,6.95,4.39,2.06,1.94,5,124,76,0,73.11,10,49,68.97,59.11,15.34,Good,High,High,5.125523012552301,-9.146666666666665
7685,18,Male,5.75,8.85,6.95,6.92,1.27,1.29,4,179,115,13,86.62,8,53,97.1,53.75,16.43,Excellent,High,High,9.217391304347826,-2.8966666666666683
7686,20,Male,7.84,5.6,5.37,4.8,1.93,1.54,13,37,43,14,84.5,8,41,64.01,52.33,13.64,Poor,Medium,High,5.229591836734694,-9.006666666666668
7687,21,Female,6.78,5.43,1.54,1.51,1.76,1.1,8,421,25,18,94.5,1,30,62.58,59.11,5.91,Poor,Low,Low,4.424778761061947,4.783333333333333
7688,23,Female,3.24,5.44,1.9,4.79,4.9,1.37,9,480,50,13,70.96,10,53,46.84,37.2,12.96,Poor,Medium,High,16.358024691358022,-10.413333333333334
7689,18,Male,6.08,4.39,10.11,7.73,4.11,5.03,7,308,109,9,90.96,6,52,74.55,40.57,26.98,Poor,High,Moderate,8.552631578947368,-20.56666666666667
7690,22,Male,8.95,7.36,10.67,7.89,2.63,1.77,9,328,14,6,42.11,9,87,59.22,60.25,22.959999999999997,Good,Low,High,9.720670391061454,-16.77333333333333
7691,17,Male,5.22,7.63,10.78,7.27,5.13,5.6,1,163,13,12,94.31,3,49,50.36,47.32,28.779999999999994,Good,Low,Low,9.386973180076629,-16.08666666666666
7692,23,Female,6.11,9.02,5.96,5.78,3.55,5.18,2,196,59,12,52.39,5,93,66.78,68.01,20.47,Excellent,Medium,Moderate,15.220949263502455,-5.463333333333335
7693,25,Female,5.55,7.86,11.26,7.06,0.75,0.69,2,211,93,5,47.84,1,76,56.37,51.96,19.76,Good,High,Low,13.693693693693694,-1.9400000000000013
7694,21,Male,3.18,8.46,10.13,3.28,4.08,4.21,11,128,69,16,93.69,9,90,43.52,48.5,21.700000000000003,Excellent,High,High,28.30188679245283,-11.48
7695,21,Female,6.61,7.82,4.92,2.73,1.58,1.89,6,84,70,4,44.36,4,32,88.6,48.65,11.120000000000001,Good,High,Moderate,4.841149773071104,2.8533333333333317
7696,20,Female,5.34,7.88,3.06,7.96,4.11,2.05,9,24,75,14,76.43,8,92,81.92,66.64,17.18,Good,High,High,17.228464419475657,-6.920000000000002
7697,19,Female,2.71,5.38,8.88,7.06,3.09,2.93,13,364,63,11,72.64,6,46,54.71,25.77,21.96,Poor,High,Moderate,16.974169741697416,-15.100000000000001
7698,25,Female,9.01,9.76,8.84,0.92,4.51,0.82,2,499,22,12,40.88,5,51,46.34,62.4,15.09,Excellent,Low,Moderate,5.660377358490567,0.163333333333334
7699,21,Male,9.53,7.47,10.74,6.48,2.9,5.57,13,28,60,7,84.61,6,36,77.54,56.54,25.689999999999998,Good,High,Moderate,3.777544596012592,-14.75
7700,24,Male,1.03,7.11,1.08,0.1,5.3,5.78,6,397,97,1,59.53,3,91,80.48,51.5,12.260000000000002,Good,High,Low,88.3495145631068,2.1933333333333316
7701,25,Female,6.41,8.93,4.55,3.41,2.19,0.86,7,461,85,3,42.59,8,77,85.72,61.34,11.01,Excellent,High,High,12.012480499219969,1.6833333333333318
7702,21,Female,4.44,5.95,0.9,0.67,1.79,1.23,10,344,41,2,45.27,6,66,57.86,49.74,4.59,Poor,Medium,Moderate,14.864864864864863,2.6766666666666676
7703,26,Male,5.5,3.67,2.92,2.95,1.33,0.13,2,186,63,2,57.09,4,53,67.81,44.76,7.33,Poor,High,Moderate,9.636363636363637,-1.8900000000000006
7704,25,Female,4.05,4.68,5.1,6.48,3.25,1.51,1,396,70,10,79.57,4,37,95.23,36.15,16.34,Poor,High,Moderate,9.135802469135802,-8.646666666666667
7705,18,Male,5.01,8.66,1.92,1.2,1.75,4.07,1,252,71,19,84.16,7,89,60.49,70.52,8.940000000000001,Excellent,High,Moderate,17.764471057884233,3.746666666666666
7706,25,Male,3.57,8.12,9.96,2.81,4.32,3.56,6,418,17,9,93.65,10,38,57.53,31.62,20.650000000000002,Excellent,Low,High,10.644257703081234,-13.843333333333337
7707,27,Male,1.62,3.82,2.83,2.04,1.46,3.65,8,471,75,16,72.8,1,94,89.88,47.61,9.98,Poor,High,Low,58.02469135802469,-0.8399999999999999
7708,20,Other,3.37,3.49,5.23,1.04,3.09,1.19,10,179,101,11,64.59,3,38,93.89,28.78,10.549999999999999,Poor,High,Low,11.275964391691394,-3.2033333333333314
7709,22,Female,6.87,7.35,9.72,7.75,3.72,2.47,11,29,111,1,92.78,4,78,72.1,63.46,23.659999999999997,Good,High,Moderate,11.353711790393012,-9.259999999999998
7710,22,Male,0.98,9.57,1.84,3.47,2.89,4.88,2,101,61,3,63.29,9,64,47.01,42.08,13.080000000000002,Excellent,High,High,65.3061224489796,-0.9066666666666698
7711,22,Other,4.14,4.22,7.63,0.17,0.25,1.58,3,162,61,11,68.63,9,84,60.45,39.26,9.63,Poor,High,High,20.28985507246377,-8.156666666666668
7712,18,Female,0.9,6.84,11.32,5.42,2.02,3.56,11,11,93,8,64.32,2,72,83.72,29.34,22.32,Good,High,Low,80.0,-7.539999999999999
7713,23,Female,3.88,8.68,5.72,4.2,5.06,1.57,9,140,4,16,81.36,5,84,92.11,59.63,16.55,Excellent,Low,Moderate,21.649484536082475,-4.056666666666668
7714,29,Male,1.33,6.7,3.26,6.56,4.23,2.9,6,219,37,5,82.05,8,53,94.18,34.11,16.95,Good,Medium,High,39.849624060150376,-10.316666666666666
7715,22,Male,3.73,5.46,11.35,2.91,5.93,4.63,3,163,102,2,73.23,6,60,60.19,31.02,24.819999999999997,Poor,High,Moderate,16.0857908847185,-16.499999999999996
7716,27,Female,8.46,8.53,1.12,7.28,1.75,2.52,5,345,10,2,78.55,1,64,68.26,83.83,12.67,Excellent,Low,Low,7.565011820330969,3.723333333333331
7717,17,Female,6.33,8.4,4.08,0.22,5.58,4.61,13,356,96,16,48.13,8,79,46.48,61.87,14.489999999999998,Excellent,High,High,12.480252764612954,-2.4899999999999984
7718,18,Female,6.98,8.81,9.9,4.19,2.56,1.66,8,347,98,15,88.3,6,48,47.09,54.99,18.31,Excellent,High,Moderate,6.876790830945558,-3.423333333333332
7719,23,Female,5.29,9.62,2.27,3.91,0.44,2.58,1,29,61,8,84.82,4,93,95.71,78.39,9.2,Excellent,High,Moderate,17.58034026465028,8.073333333333334
7720,17,Female,9.26,4.05,1.47,0.09,2.15,1.78,6,275,0,14,45.61,1,50,84.24,64.77,5.49,Poor,Low,Low,5.399568034557236,1.6099999999999994
7721,17,Male,5.64,5.39,5.77,0.51,1.21,5.94,13,303,86,8,75.27,10,52,51.97,41.53,13.43,Poor,High,High,9.21985815602837,-9.783333333333333
7722,17,Female,1.49,9.9,4.32,2.3,1.71,5.02,2,267,78,14,57.9,8,78,55.89,45.9,13.35,Excellent,High,High,52.348993288590606,1.0500000000000025
7723,24,Male,9.36,7.16,9.67,4.6,2.0,1.48,8,196,24,5,83.6,7,36,69.63,55.46,17.75,Good,Low,Moderate,3.8461538461538463,-9.629999999999999
7724,20,Male,1.76,7.69,4.38,1.65,1.87,1.11,13,274,37,6,98.65,9,69,77.02,43.61,9.01,Good,Medium,High,39.20454545454545,-1.3966666666666665
7725,20,Male,9.99,9.19,8.2,1.47,0.2,3.74,1,149,21,16,45.03,4,44,84.02,65.62,13.61,Excellent,Low,Moderate,4.404404404404405,1.4699999999999989
7726,29,Female,4.64,7.84,6.94,1.09,1.77,1.2,2,195,22,3,78.56,8,71,83.97,50.77,11.0,Good,Low,High,15.301724137931036,-2.586666666666666
7727,18,Female,1.2,7.78,7.37,7.42,3.55,0.92,10,378,18,5,88.69,3,87,92.94,47.28,19.26,Good,Low,Low,72.5,-6.100000000000001
7728,27,Male,8.71,3.73,6.38,4.52,4.66,0.39,11,113,65,9,52.38,4,91,74.63,64.71,15.95,Poor,High,Moderate,10.44776119402985,-10.323333333333332
7729,27,Male,1.38,6.55,2.06,1.97,0.04,2.03,1,10,35,13,51.62,6,95,87.64,46.69,6.1,Good,Medium,Moderate,68.84057971014494,2.166666666666666
7730,27,Male,2.16,7.71,1.21,7.77,0.6,1.7,12,23,52,17,72.84,5,42,71.47,41.92,11.28,Good,Medium,Moderate,19.444444444444443,0.8733333333333331
7731,17,Female,4.46,8.65,6.75,3.27,3.74,0.93,12,12,111,12,50.37,9,84,50.93,51.06,14.69,Excellent,High,High,18.83408071748879,-2.6899999999999995
7732,28,Female,6.92,5.89,7.97,0.9,0.47,4.71,4,79,54,14,65.31,7,93,45.49,59.74,14.05,Poor,Medium,Moderate,13.439306358381502,-7.470000000000001
7733,26,Female,1.65,3.86,8.84,4.09,0.1,0.25,1,482,85,5,63.36,6,36,57.77,12.42,13.28,Poor,High,Moderate,21.81818181818182,-8.726666666666667
7734,25,Female,6.41,5.56,8.8,3.48,1.89,5.48,1,239,82,13,68.43,10,64,76.23,43.19,19.650000000000002,Poor,High,High,9.98439937597504,-15.79666666666667
7735,23,Male,7.91,6.01,9.01,4.94,4.16,4.22,5,147,25,9,91.12,1,37,74.07,55.18,22.33,Good,Low,Low,4.677623261694058,-10.476666666666665
7736,20,Male,1.67,8.26,0.73,5.59,5.12,2.18,8,64,42,13,95.38,4,34,40.19,44.2,13.620000000000001,Excellent,Medium,Moderate,20.35928143712575,0.29999999999999716
7737,28,Female,6.65,3.14,3.07,2.77,3.19,4.57,8,218,97,3,92.78,1,77,86.51,64.83,13.6,Poor,High,Low,11.578947368421051,-5.086666666666666
7738,22,Male,9.61,5.7,8.89,1.37,2.86,2.35,8,144,81,12,58.61,7,59,52.75,57.26,15.47,Poor,High,Moderate,6.139438085327784,-8.37
7739,18,Male,9.69,6.14,1.92,3.31,3.15,5.14,5,22,93,16,85.44,8,40,87.34,67.19,13.52,Good,High,High,4.12796697626419,-6.140000000000001
7740,23,Male,2.04,6.85,2.65,4.04,2.68,1.58,1,386,116,5,62.3,2,51,65.06,41.19,10.95,Good,High,Low,25.0,4.616666666666667
7741,18,Female,7.72,9.79,8.09,3.73,4.69,2.11,1,121,91,15,95.85,3,78,74.0,77.93,18.62,Excellent,High,Low,10.103626943005182,0.9933333333333287
7742,26,Female,8.54,8.18,9.79,0.27,3.71,3.29,2,346,96,8,58.55,7,43,93.11,52.69,17.06,Excellent,High,Moderate,5.03512880562061,-4.5
7743,24,Male,8.95,4.56,2.37,6.35,0.87,5.33,13,305,52,7,51.97,3,88,52.72,74.52,14.919999999999998,Poor,Medium,Low,9.832402234636872,-7.066666666666666
7744,24,Female,3.57,7.44,6.83,2.75,5.63,4.3,5,449,66,4,89.75,1,66,43.04,53.0,19.51,Good,High,Low,18.487394957983195,-3.4299999999999997
7745,17,Male,3.07,5.42,2.59,2.34,1.13,4.56,8,454,116,18,57.69,4,45,48.28,37.03,10.62,Poor,High,Moderate,14.65798045602606,0.08666666666666778
7746,29,Female,0.95,8.68,2.9,1.71,1.04,1.15,5,310,86,16,79.3,1,60,46.99,47.76,6.799999999999999,Excellent,High,Low,63.15789473684211,12.426666666666668
7747,24,Female,4.29,4.2,6.04,4.66,2.2,2.29,14,245,79,19,71.08,9,71,46.01,38.61,15.189999999999998,Poor,High,High,16.55011655011655,-13.156666666666665
7748,18,Male,1.68,4.01,8.25,4.71,2.24,4.45,10,387,41,16,51.62,1,61,94.41,25.5,19.650000000000002,Poor,Medium,Low,36.30952380952381,-11.263333333333335
7749,22,Female,7.97,3.71,7.1,3.45,0.49,5.89,4,344,18,1,81.76,6,81,40.08,59.66,16.93,Poor,Low,Moderate,10.163111668757843,-14.91
7750,29,Female,1.86,6.81,1.56,5.38,0.59,2.31,13,182,71,7,75.55,1,90,62.18,57.92,9.84,Good,High,Low,48.387096774193544,5.1466666666666665
7751,17,Male,8.28,3.86,3.78,0.31,5.83,5.67,4,193,15,2,65.52,3,39,56.77,53.79,15.59,Poor,Low,Low,4.710144927536232,-10.370000000000001
7752,21,Male,1.52,3.29,11.29,6.42,0.71,3.22,11,38,44,3,70.51,8,90,89.23,22.84,21.64,Poor,Medium,High,59.21052631578947,-21.593333333333334
7753,27,Other,5.07,5.33,7.72,2.05,5.76,4.52,6,51,116,4,42.63,10,63,56.08,34.03,20.049999999999997,Poor,High,High,12.426035502958579,-15.52333333333333
7754,23,Male,4.15,8.59,8.07,3.75,4.14,0.3,6,190,33,10,67.75,2,80,62.44,56.49,16.26,Excellent,Medium,Low,19.277108433734938,0.019999999999999574
7755,29,Female,6.21,4.09,2.93,5.96,1.31,0.08,8,5,90,2,49.74,9,52,98.96,42.03,10.280000000000001,Poor,High,High,8.373590982286634,-8.100000000000001
7756,26,Female,5.43,5.51,11.52,1.39,2.47,5.68,2,139,36,8,40.0,3,37,88.97,28.63,21.060000000000002,Poor,Medium,Low,6.813996316758748,-11.840000000000003
7757,17,Male,6.19,6.05,2.87,7.22,1.39,0.65,11,264,38,7,50.8,7,65,50.7,53.87,12.13,Good,Medium,Moderate,10.500807754442649,-5.763333333333334
7758,18,Male,0.51,9.13,3.39,1.09,1.4,4.99,12,478,26,18,73.54,4,63,41.51,43.09,10.870000000000001,Excellent,Low,Moderate,123.52941176470588,4.256666666666668
7759,23,Female,1.71,6.33,6.37,6.5,3.89,1.01,10,12,117,6,71.3,2,54,84.91,34.77,17.770000000000003,Good,High,Low,31.578947368421055,-3.2100000000000044
7760,22,Male,5.41,6.58,6.2,3.19,2.02,3.79,5,427,81,7,48.74,2,79,66.19,56.13,15.2,Good,High,Low,14.602587800369685,-1.3399999999999999
7761,19,Female,2.68,4.78,0.88,1.31,5.09,3.07,4,268,21,5,40.38,10,66,91.45,33.91,10.35,Poor,Low,High,24.626865671641788,-10.09
7762,26,Female,1.23,7.68,9.05,6.96,3.16,0.74,9,216,97,3,63.42,2,59,42.11,32.35,19.91,Good,High,Low,47.96747967479675,-3.3166666666666664
7763,18,Female,2.57,3.18,1.61,5.86,1.57,1.3,12,53,19,1,50.4,10,59,81.84,27.29,10.340000000000002,Poor,Low,High,22.957198443579767,-13.346666666666668
7764,26,Other,7.91,9.75,1.12,1.84,0.21,3.8,12,346,66,18,75.71,5,56,85.2,77.38,6.97,Excellent,High,Moderate,7.0796460176991145,9.73
7765,20,Female,5.65,6.49,6.33,5.32,3.56,5.26,6,99,37,4,69.52,3,93,83.6,63.53,20.47,Good,Medium,Low,16.46017699115044,-9.256666666666664
7766,19,Female,2.31,3.43,1.05,1.25,5.62,1.04,12,134,89,2,78.25,3,85,97.91,48.23,8.96,Poor,High,Low,36.7965367965368,-2.133333333333333
7767,23,Female,0.65,6.91,2.81,7.8,3.04,3.16,7,370,18,14,53.93,1,88,81.5,46.8,16.81,Good,Low,Low,135.3846153846154,-3.389999999999999
7768,24,Female,3.9,6.6,5.0,4.39,3.25,5.97,12,51,42,5,85.06,4,95,85.49,60.51,18.61,Good,Medium,Moderate,24.35897435897436,-8.01
7769,18,Other,3.9,4.68,7.44,1.2,1.62,2.74,5,54,117,15,41.48,9,89,46.08,36.99,13.000000000000002,Poor,High,High,22.82051282051282,-8.740000000000002
7770,26,Female,7.48,4.46,9.5,0.53,3.94,0.92,3,296,98,19,66.52,9,65,54.86,44.8,14.889999999999999,Poor,High,High,8.689839572192513,-11.703333333333331
7771,23,Male,9.23,4.9,3.83,5.03,3.05,5.47,3,428,48,4,65.66,10,52,88.22,57.29,17.38,Poor,Medium,High,5.633802816901408,-15.979999999999999
7772,24,Female,4.03,3.91,5.92,5.16,4.29,5.35,14,398,9,16,95.88,2,97,90.95,56.89,20.72,Poor,Low,Low,24.069478908188586,-14.599999999999998
7773,22,Male,7.04,6.72,11.47,7.83,0.72,0.21,14,50,101,1,76.89,10,47,86.76,40.58,20.23,Good,High,High,6.676136363636363,-13.423333333333336
7774,22,Male,6.53,9.15,4.99,3.97,1.38,2.35,2,210,4,18,92.51,10,86,59.73,70.58,12.69,Excellent,Low,High,13.169984686064318,-4.256666666666666
7775,26,Male,4.51,9.46,8.66,2.71,4.95,5.78,13,289,28,6,78.8,5,99,52.76,64.14,22.1,Excellent,Low,Moderate,21.951219512195124,-7.246666666666666
7776,17,Female,1.13,9.67,3.62,5.68,5.8,2.82,14,422,43,1,64.39,9,88,98.53,48.07,17.92,Excellent,Medium,High,77.87610619469027,-6.146666666666668
7777,20,Male,5.0,7.2,7.67,6.42,4.91,3.68,5,48,97,2,94.72,8,55,81.61,46.86,22.68,Good,High,High,11.0,-13.046666666666667
7778,17,Female,3.86,7.35,9.75,5.49,2.68,1.37,7,179,93,17,95.75,7,99,42.66,54.46,19.290000000000003,Good,High,Moderate,25.647668393782386,-8.490000000000002
7779,20,Female,5.73,5.17,11.01,5.95,0.43,4.19,4,4,63,10,98.58,3,81,93.58,53.56,21.580000000000002,Poor,High,Low,14.136125654450261,-12.140000000000002
7780,18,Male,1.69,9.2,11.28,5.54,5.25,3.39,11,149,110,7,61.13,5,65,52.55,33.16,25.46,Excellent,High,Moderate,38.46153846153846,-8.393333333333334
7781,27,Female,7.38,6.42,3.97,1.39,4.85,3.44,3,50,102,18,45.43,10,31,57.09,43.11,13.65,Good,High,High,4.200542005420054,-7.410000000000002
7782,29,Female,7.98,4.96,2.81,6.48,5.76,3.58,14,97,17,6,46.69,2,44,73.17,56.68,18.630000000000003,Poor,Low,Low,5.513784461152882,-10.143333333333336
7783,21,Female,4.19,9.76,9.86,5.01,2.46,0.07,13,469,80,18,65.76,2,31,89.13,40.74,17.4,Excellent,High,Low,7.398568019093078,2.786666666666669
7784,26,Male,2.17,7.94,7.74,3.13,4.14,0.41,7,33,79,14,48.28,1,86,71.38,46.6,15.420000000000002,Good,High,Low,39.63133640552996,2.0933333333333337
7785,25,Male,6.42,6.25,5.27,5.3,0.95,5.07,6,212,94,11,95.45,4,93,70.22,71.04,16.59,Good,High,Moderate,14.485981308411215,-4.956666666666667
7786,27,Female,9.58,3.48,0.92,6.77,5.5,3.7,8,376,87,12,55.49,10,35,77.75,52.53,16.89,Poor,High,High,3.653444676409186,-17.03
7787,28,Male,7.15,3.98,4.04,6.9,4.2,4.81,9,230,15,6,83.58,8,76,53.7,58.32,19.95,Poor,Low,High,10.629370629370628,-19.49
7788,26,Male,1.67,4.38,1.78,2.67,4.33,3.65,5,40,107,3,71.55,8,47,64.85,28.07,12.430000000000001,Poor,High,High,28.1437125748503,-8.103333333333335
7789,19,Male,4.27,9.32,6.16,0.94,4.04,0.69,12,28,105,6,94.82,7,70,59.33,57.82,11.83,Excellent,High,Moderate,16.393442622950822,3.3100000000000005
7790,24,Female,9.2,9.8,10.02,1.79,4.32,3.66,12,226,10,19,74.05,5,84,53.21,77.47,19.79,Excellent,Low,Moderate,9.130434782608697,-4.856666666666666
7791,19,Male,6.53,4.87,4.09,4.86,0.91,1.28,12,342,29,6,99.11,3,43,85.94,55.19,11.139999999999999,Poor,Low,Low,6.584992343032159,-3.433333333333332
7792,22,Female,1.9,6.49,4.61,4.13,4.06,3.73,9,274,9,18,44.88,1,58,97.34,36.97,16.53,Good,Low,Low,30.526315789473685,-4.25
7793,20,Other,7.38,8.54,9.51,3.95,2.36,3.9,10,245,89,4,79.93,10,69,96.41,57.75,19.72,Excellent,High,High,9.34959349593496,-9.673333333333332
7794,24,Female,3.86,5.69,5.74,2.43,2.01,3.15,14,387,80,17,76.89,6,39,48.16,35.08,13.33,Poor,High,Moderate,10.103626943005182,-5.283333333333333
7795,27,Male,5.15,6.45,8.18,0.61,1.56,0.19,1,437,86,2,80.58,4,33,41.57,39.56,10.54,Good,High,Moderate,6.407766990291262,1.2266666666666683
7796,22,Male,4.44,9.21,2.67,2.41,5.19,0.65,12,154,91,0,59.03,5,82,58.97,64.16,10.92,Excellent,High,Moderate,18.468468468468465,5.533333333333333
7797,24,Male,7.39,4.45,3.39,5.54,4.43,3.36,3,102,2,13,45.31,2,37,84.29,49.33,16.72,Poor,Low,Low,5.006765899864682,-9.753333333333332
7798,17,Male,2.57,9.96,7.8,4.98,1.78,0.97,5,460,8,8,52.86,8,71,51.57,42.01,15.530000000000001,Excellent,Low,High,27.626459143968873,-3.3433333333333337
7799,22,Male,4.19,6.19,1.79,2.21,0.66,0.63,14,314,119,13,91.67,10,30,44.06,39.41,5.29,Good,High,High,7.159904534606205,1.0566666666666675
7800,17,Male,7.57,4.81,2.52,6.18,2.55,0.81,12,34,41,4,89.73,7,66,81.17,63.67,12.06,Poor,Medium,Moderate,8.718626155878468,-8.073333333333334
7801,17,Female,7.2,9.25,4.15,7.67,3.7,4.61,6,471,95,3,53.42,6,31,76.63,55.28,20.13,Excellent,High,Moderate,4.305555555555555,-4.463333333333331
7802,24,Female,2.42,3.54,2.58,2.02,0.06,2.73,11,308,72,3,41.71,5,72,97.51,34.25,7.389999999999999,Poor,High,Moderate,29.75206611570248,-2.9099999999999984
7803,23,Female,3.83,7.5,11.72,6.29,3.13,1.26,1,404,13,7,79.81,7,44,69.68,31.16,22.400000000000002,Good,Low,Moderate,11.488250652741515,-13.966666666666669
7804,19,Male,0.64,3.43,3.45,6.29,0.62,2.86,1,12,20,13,53.18,1,95,80.71,38.48,13.219999999999999,Poor,Low,Low,148.4375,-6.693333333333332
7805,22,Female,5.54,9.62,11.48,4.28,4.91,4.6,11,420,7,17,69.59,9,50,75.87,42.78,25.270000000000003,Excellent,Low,High,9.025270758122744,-14.79666666666667
7806,25,Male,3.17,7.48,10.23,0.08,4.03,5.75,4,130,44,3,66.34,8,94,41.9,43.6,20.09,Good,Medium,High,29.652996845425868,-11.663333333333334
7807,23,Female,0.61,5.79,4.33,2.35,2.28,5.12,14,261,44,19,79.86,7,55,90.41,28.18,14.079999999999998,Poor,Medium,Moderate,90.16393442622952,-8.033333333333331
7808,28,Male,4.53,5.97,6.81,0.31,1.34,1.76,1,272,28,3,61.11,1,62,88.75,47.28,10.219999999999999,Poor,Low,Low,13.68653421633554,1.6533333333333342
7809,19,Female,9.31,4.16,4.39,3.27,2.3,2.19,9,205,106,10,66.22,3,46,49.76,60.44,12.15,Poor,High,Low,4.9409237379162185,-3.296666666666667
7810,29,Female,9.27,5.52,8.59,4.55,5.37,4.34,3,180,119,0,89.76,5,59,70.17,63.0,22.85,Poor,High,Moderate,6.364617044228695,-12.843333333333335
7811,22,Male,4.03,9.33,4.66,3.5,0.41,4.49,10,72,38,3,58.84,4,99,71.88,66.04,13.06,Excellent,Medium,Moderate,24.56575682382134,2.8666666666666654
7812,27,Female,4.77,8.64,5.86,5.55,5.51,0.43,2,376,12,9,51.21,1,91,85.36,64.84,17.35,Excellent,Low,Low,19.07756813417191,-0.6700000000000017
7813,20,Female,2.81,7.63,8.77,1.88,0.45,1.14,13,250,73,11,63.0,7,61,84.65,34.67,12.239999999999998,Good,High,Moderate,21.70818505338078,-1.5466666666666669
7814,29,Female,1.15,9.77,5.29,0.62,0.22,0.81,12,34,77,11,55.79,9,70,55.84,38.5,6.9399999999999995,Excellent,High,High,60.86956521739131,6.166666666666666
7815,19,Female,7.09,7.01,8.43,1.35,1.2,4.63,14,456,41,7,94.25,1,71,69.05,66.79,15.61,Good,Medium,Low,10.01410437235543,-1.2233333333333327
7816,25,Female,8.1,4.23,4.76,2.14,0.88,3.57,9,301,41,0,40.65,8,73,55.01,54.01,11.35,Poor,Medium,High,9.012345679012347,-9.523333333333332
7817,26,Female,8.86,8.0,5.09,1.95,5.59,4.79,9,451,66,13,89.47,5,64,78.91,75.15,17.419999999999998,Excellent,High,Moderate,7.223476297968398,-4.219999999999999
7818,18,Female,9.39,7.14,4.2,4.11,1.47,5.37,11,200,21,7,54.58,2,70,63.18,76.09,15.150000000000002,Good,Low,Low,7.454739084132055,-2.1700000000000035
7819,17,Female,9.2,6.06,11.88,7.18,4.95,4.67,9,494,78,14,56.34,5,67,93.61,56.0,28.68,Good,High,Moderate,7.282608695652175,-18.96
7820,18,Female,0.76,4.03,6.31,2.85,1.92,0.36,13,312,64,19,46.48,10,30,41.26,4.14,11.44,Poor,High,High,39.473684210526315,-11.246666666666666
7821,23,Other,9.79,7.74,3.05,0.68,0.89,3.43,3,152,0,8,71.29,7,72,61.54,79.26,8.05,Good,Low,Moderate,7.35444330949949,0.4299999999999997
7822,26,Male,4.11,6.11,7.02,6.56,2.53,2.31,10,475,7,13,42.74,10,39,84.94,25.37,18.419999999999998,Good,Low,High,9.48905109489051,-15.966666666666665
7823,17,Male,8.92,7.05,5.89,0.13,0.59,1.81,4,64,42,5,66.21,7,78,46.41,70.16,8.42,Good,Medium,Moderate,8.74439461883408,0.08000000000000007
7824,22,Female,4.69,5.21,9.46,4.12,3.62,3.64,5,392,53,13,83.98,8,89,78.04,46.52,20.840000000000003,Poor,Medium,High,18.976545842217483,-16.653333333333336
7825,23,Other,4.51,4.09,11.26,6.47,0.96,1.76,1,297,79,6,83.06,7,63,52.25,32.32,20.450000000000003,Poor,High,Moderate,13.968957871396896,-16.63666666666667
7826,25,Male,0.61,5.52,1.77,4.53,3.36,2.73,12,293,13,17,47.93,2,53,93.48,31.18,12.39,Poor,Low,Low,86.88524590163935,-2.916666666666668
7827,24,Male,1.0,8.96,11.78,7.44,1.42,1.44,8,285,13,6,60.33,1,66,44.36,33.23,22.080000000000002,Excellent,Low,Low,66.0,-4.726666666666667
7828,22,Male,6.88,4.12,2.4,0.24,5.5,5.72,14,191,25,12,87.31,3,49,72.82,57.45,13.86,Poor,Low,Low,7.122093023255814,-7.786666666666665
7829,19,Female,9.41,6.3,3.64,7.53,1.31,1.89,11,114,54,14,48.68,8,61,55.08,64.48,14.370000000000001,Good,Medium,High,6.482465462274177,-7.970000000000001
7830,24,Female,2.63,5.08,9.42,6.0,2.81,4.7,7,353,83,17,52.76,1,68,46.67,33.04,22.93,Poor,High,Low,25.855513307984793,-11.003333333333334
7831,23,Female,1.39,9.74,2.29,2.62,0.1,5.02,7,150,77,2,51.19,7,80,98.34,48.96,10.03,Excellent,High,Moderate,57.55395683453238,5.0166666666666675
7832,19,Male,2.53,3.59,9.9,5.02,0.73,0.49,5,437,100,11,95.55,7,98,61.17,37.98,16.14,Poor,High,Moderate,38.73517786561265,-12.626666666666667
