house_id,monthly_units,house_type,city,family_members,rooms,ac_count,refrigerator,washing_machine,geyser,laptop_count,tv_count,work_from_home,solar_panel,electricity_bill,total_appliances,units_per_member,bill_per_unit,room_density,consumption_category,energy_efficiency_score
8714,338,Apartment,Tier_3,7,3,2,1,0,1,0,1,No,No,5380.57,5,48.285714285714285,15.918846153846154,2.3333333333333335,Medium,0.0
8715,596,Villa,Tier_2,6,3,2,0,1,0,3,3,Yes,No,7580.3,9,99.33333333333333,12.718624161073826,2.0,High,0.0
8716,809,Independent House,Tier_1,4,5,2,1,1,1,4,3,Yes,No,10081.11,12,202.25,12.461199011124846,0.8,Very High,0.0
8717,602,Apartment,Tier_2,7,4,3,1,0,0,0,2,No,Yes,6678.8,6,86.0,11.09435215946844,1.75,Very High,0.0
8718,196,Independent House,Tier_3,2,3,3,1,0,1,3,1,No,No,5478.5,9,98.0,27.9515306122449,0.6666666666666666,Low,0.0
8719,263,Villa,Tier_2,7,4,3,0,1,0,2,3,Yes,No,5684.75,9,37.57142857142857,21.615019011406844,1.75,Medium,0.0
8720,195,Villa,Tier_3,4,4,2,1,1,0,2,1,Yes,Yes,4021.73,7,48.75,20.62425641025641,1.0,Low,0.0
8721,241,Villa,Tier_3,7,1,3,0,0,1,0,2,Yes,No,4937.29,6,34.42857142857143,20.48668049792531,7.0,Medium,0.0
8722,658,Villa,Tier_3,6,2,1,0,1,0,3,1,No,No,6720.92,6,109.66666666666667,10.214164133738603,3.0,Very High,0.0
8723,791,Independent House,Tier_1,4,1,1,0,0,1,3,1,Yes,Yes,6633.92,6,197.75,8.386750948166878,4.0,Very High,14.132490518331224
8724,622,Independent House,Tier_3,5,2,3,0,1,0,3,3,Yes,No,7797.67,10,124.4,12.536446945337621,2.5,Very High,0.0
8725,666,Apartment,Tier_2,1,5,1,0,0,1,3,3,Yes,No,7270.15,8,666.0,10.916141141141141,0.2,Very High,0.0
8726,316,Independent House,Tier_2,1,1,1,0,1,0,2,3,No,No,3715.52,7,316.0,11.757974683544303,1.0,Medium,0.0
8727,145,Independent House,Tier_2,5,4,2,1,0,0,4,2,No,Yes,3165.19,9,29.0,21.82889655172414,1.25,Low,0.0
8728,149,Independent House,Tier_3,3,3,3,1,1,0,2,1,No,No,4740.65,8,49.666666666666664,31.816442953020132,1.0,Low,0.0
8729,888,Apartment,Tier_3,6,5,0,1,0,0,2,2,Yes,Yes,5903.93,5,148.0,6.64856981981982,1.2,Very High,33.51430180180179
8730,526,Independent House,Tier_1,1,2,1,1,0,0,0,1,No,Yes,3653.51,3,526.0,6.945836501901141,0.5,High,28.54163498098859
8731,495,Independent House,Tier_3,3,1,1,0,0,0,2,1,Yes,No,4792.32,4,165.0,9.681454545454544,3.0,High,1.1854545454545615
8732,611,Independent House,Tier_2,2,5,3,0,0,1,2,2,Yes,No,8137.28,8,305.5,13.3179705400982,0.4,Very High,0.0
8733,520,Villa,Tier_1,3,6,2,0,0,1,1,3,Yes,Yes,5488.6,7,173.33333333333334,10.555000000000001,0.5,High,0.0
8734,817,Independent House,Tier_2,1,1,2,1,0,0,0,2,Yes,Yes,6578.78,5,817.0,8.05236230110159,1.0,Very High,15.4763769889841
8735,543,Apartment,Tier_1,6,4,1,1,1,0,4,3,No,Yes,5476.4,10,90.5,10.085451197053406,1.5,High,0.0
8736,475,Apartment,Tier_3,6,6,0,0,0,1,0,3,Yes,No,4190.95,4,79.16666666666667,8.823052631578946,1.0,High,11.769473684210539
8737,790,Apartment,Tier_1,3,1,3,1,1,1,0,2,No,No,10366.4,8,263.3333333333333,13.122025316455696,3.0,Very High,0.0
8738,630,Apartment,Tier_3,7,2,3,1,0,1,1,3,No,No,8995.68,9,90.0,14.278857142857143,3.5,Very High,0.0
8739,736,Villa,Tier_3,2,6,1,1,1,1,1,2,Yes,No,7756.49,7,368.0,10.538709239130435,0.3333333333333333,Very High,0.0
8740,636,Apartment,Tier_2,5,6,2,0,1,0,2,1,Yes,Yes,6635.84,6,127.2,10.433710691823899,0.8333333333333334,Very High,0.0
8741,474,Villa,Tier_3,1,2,2,0,1,0,3,3,Yes,No,6889.92,9,474.0,14.535696202531646,0.5,High,0.0
8742,405,Villa,Tier_3,6,3,2,0,0,1,3,1,Yes,No,6296.96,7,67.5,15.54804938271605,2.0,High,0.0
8743,170,Villa,Tier_3,2,3,2,1,1,1,2,3,No,Yes,3498.75,10,85.0,20.580882352941178,0.6666666666666666,Low,0.0
8744,829,Apartment,Tier_2,4,2,2,1,1,0,4,3,No,No,10068.53,11,207.25,12.145392038600724,2.0,Very High,0.0
8745,149,Apartment,Tier_3,5,2,3,1,0,0,4,3,Yes,Yes,3802.88,11,29.8,25.52268456375839,2.5,Low,0.0
8746,245,Villa,Tier_2,5,2,2,0,0,0,1,3,Yes,No,4812.99,6,49.0,19.64485714285714,2.5,Medium,0.0
8747,721,Villa,Tier_1,7,5,1,1,1,0,2,3,Yes,No,6834.86,8,103.0,9.479694868238557,1.4,Very High,3.203051317614438
8748,293,Apartment,Tier_2,7,6,0,0,0,0,0,1,No,Yes,602.46,1,41.857142857142854,2.0561774744027304,1.1666666666666667,Medium,79.4382252559727
8749,680,Independent House,Tier_2,1,1,0,0,0,1,0,3,Yes,No,5747.12,4,680.0,8.451647058823529,1.0,Very High,15.48352941176472
8750,414,Independent House,Tier_3,2,5,2,0,0,0,0,2,No,Yes,3880.48,4,207.0,9.373140096618357,0.4,High,2.268599033816429
8751,843,Independent House,Tier_2,6,4,3,1,1,1,4,3,Yes,Yes,10494.04,13,140.5,12.448446026097272,1.5,Very High,0.0
8752,448,Apartment,Tier_1,7,3,1,0,0,0,1,1,No,Yes,4315.28,3,64.0,9.632321428571428,2.3333333333333335,High,1.6767857142857139
8753,663,Apartment,Tier_2,6,1,1,0,0,0,3,1,No,No,5678.77,5,110.5,8.56526395173454,6.0,Very High,12.347360482654608
8754,756,Villa,Tier_3,4,3,2,0,0,1,0,2,Yes,Yes,6387.69,5,189.0,8.449325396825396,1.3333333333333333,Very High,11.506746031746047
8755,128,Apartment,Tier_1,6,4,2,0,1,0,2,2,No,No,4717.09,7,21.333333333333332,36.852265625,1.5,Low,0.0
8756,131,Apartment,Tier_3,2,2,2,1,1,1,4,3,Yes,Yes,3818.05,12,65.5,29.145419847328245,1.0,Low,0.0
8757,368,Apartment,Tier_3,6,3,1,1,0,0,1,2,No,No,4177.68,5,61.333333333333336,11.352391304347828,2.0,Medium,0.0
8758,869,Villa,Tier_2,3,2,3,0,1,1,2,1,Yes,Yes,9348.92,8,289.6666666666667,10.75825086306099,1.5,Very High,0.0
8759,705,Villa,Tier_3,6,3,1,0,1,1,0,1,Yes,No,6856.35,4,117.5,9.72531914893617,2.0,Very High,0.7468085106382887
8760,318,Independent House,Tier_1,1,4,0,0,0,1,2,1,Yes,No,2670.0,4,318.0,8.39622641509434,0.25,Medium,16.037735849056602
8761,212,Independent House,Tier_1,3,3,0,0,0,0,4,1,Yes,No,2547.54,5,70.66666666666667,12.016698113207546,1.0,Medium,0.0
8762,865,Apartment,Tier_1,6,4,0,0,0,0,1,3,No,Yes,5904.59,4,144.16666666666666,6.826115606936416,1.5,Very High,31.738843930635838
8763,245,Apartment,Tier_1,6,1,0,1,1,1,1,2,No,Yes,2639.9,6,40.833333333333336,10.775102040816327,6.0,Medium,0.0
8764,453,Villa,Tier_2,6,5,0,1,1,0,2,1,Yes,Yes,3476.08,5,75.5,7.673465783664459,1.2,High,23.265342163355413
8765,452,Independent House,Tier_1,3,4,3,1,1,0,2,3,No,No,7756.24,10,150.66666666666666,17.159823008849557,0.75,High,0.0
8766,884,Independent House,Tier_2,6,3,2,1,1,0,0,3,No,Yes,8537.34,7,147.33333333333334,9.65762443438914,2.0,Very High,0.0
8767,557,Independent House,Tier_3,7,1,3,1,1,0,2,2,Yes,Yes,6482.48,9,79.57142857142857,11.638204667863555,7.0,High,0.0
8768,834,Apartment,Tier_3,5,4,3,0,1,0,3,3,No,Yes,8250.36,10,166.8,9.892517985611512,1.25,Very High,0.0
8769,558,Apartment,Tier_2,6,3,1,0,0,0,1,1,Yes,Yes,4084.77,3,93.0,7.3203763440860214,2.0,High,24.796236559139786
8770,729,Apartment,Tier_3,7,6,3,0,1,0,1,2,No,No,9400.69,7,104.14285714285714,12.895322359396435,1.1666666666666667,Very High,0.0
8771,670,Villa,Tier_3,5,4,0,1,0,1,3,2,Yes,No,6656.64,7,134.0,9.935283582089554,1.25,Very High,0.6471641791044647
8772,761,Independent House,Tier_1,3,4,2,1,0,1,1,3,No,No,8925.64,8,253.66666666666666,11.728830486202364,0.75,Very High,0.0
8773,714,Villa,Tier_3,6,2,3,0,0,0,0,2,No,Yes,6075.52,5,119.0,8.509131652661065,3.0,Very High,8.908683473389345
8774,767,Independent House,Tier_3,7,3,3,1,0,1,3,3,Yes,No,10794.27,11,109.57142857142857,14.07336375488918,2.3333333333333335,Very High,0.0
8775,379,Apartment,Tier_2,2,5,3,0,0,0,4,1,No,Yes,5582.21,8,189.5,14.728786279683378,0.4,Medium,0.0
8776,161,Villa,Tier_1,7,4,1,0,1,0,2,1,Yes,Yes,2105.12,5,23.0,13.07527950310559,1.75,Low,0.0
8777,166,Villa,Tier_3,1,1,0,0,1,1,3,1,No,Yes,1738.46,6,166.0,10.472650602409638,1.0,Low,0.0
8778,304,Apartment,Tier_3,6,3,2,1,1,0,0,1,Yes,Yes,3213.09,5,50.666666666666664,10.569375,2.0,Medium,0.0
8779,95,Independent House,Tier_2,1,5,0,1,0,0,3,3,No,No,1340.68,7,95.0,14.11242105263158,0.2,Low,0.0
8780,437,Independent House,Tier_3,2,3,0,1,1,0,1,3,Yes,No,4723.74,6,218.5,10.809473684210525,0.6666666666666666,High,0.0
8781,242,Independent House,Tier_1,3,6,1,1,0,0,1,2,No,No,3280.04,5,80.66666666666667,13.55388429752066,0.5,Medium,0.0
8782,689,Independent House,Tier_1,1,5,2,0,1,0,1,1,Yes,No,7409.25,5,689.0,10.753628447024674,0.2,Very High,0.0
8783,747,Apartment,Tier_1,6,5,1,0,1,0,1,2,Yes,No,7402.09,5,124.5,9.909089692101741,1.2,Very High,0.0
8784,593,Apartment,Tier_2,5,4,3,0,0,1,0,2,Yes,No,8102.41,6,118.6,13.663423271500843,1.25,High,0.0
8785,429,Apartment,Tier_1,4,2,0,1,1,0,2,1,Yes,No,4661.8,5,107.25,10.866666666666667,2.0,High,0.0
8786,760,Apartment,Tier_1,5,3,0,1,0,0,1,3,Yes,No,6282.01,5,152.0,8.265802631578948,1.6666666666666667,Very High,17.341973684210515
8787,543,Villa,Tier_1,2,1,3,0,1,0,0,2,No,No,6017.18,6,271.5,11.081362799263353,2.0,High,0.0
8788,454,Villa,Tier_1,7,6,0,1,0,1,0,3,No,Yes,3275.47,5,64.85714285714286,7.214691629955946,1.1666666666666667,High,27.853083700440536
8789,171,Villa,Tier_1,4,1,1,1,1,1,0,1,Yes,Yes,2498.65,5,42.75,14.611988304093568,4.0,Low,0.0
8790,260,Apartment,Tier_1,1,2,0,1,0,1,4,3,Yes,No,3116.32,9,260.0,11.985846153846154,0.5,Medium,0.0
8791,822,Independent House,Tier_2,6,1,3,1,0,1,4,2,Yes,No,9539.05,11,137.0,11.604683698296837,6.0,Very High,0.0
8792,380,Villa,Tier_1,1,3,2,1,1,0,3,3,No,Yes,5266.06,10,380.0,13.858052631578948,0.3333333333333333,Medium,0.0
8793,739,Villa,Tier_3,4,1,0,1,1,1,0,2,No,No,7138.96,5,184.75,9.660297699594047,4.0,Very High,3.397023004059534
8794,871,Apartment,Tier_2,1,6,1,0,0,0,4,1,Yes,Yes,6674.73,6,871.0,7.663295063145809,0.16666666666666666,Very High,21.367049368541913
8795,268,Independent House,Tier_3,4,3,0,0,0,1,4,1,No,No,3356.28,6,67.0,12.523432835820897,1.3333333333333333,Medium,0.0
8796,393,Independent House,Tier_3,3,5,3,1,0,0,3,1,No,No,6517.77,8,131.0,16.58465648854962,0.6,Medium,0.0
8797,572,Independent House,Tier_1,2,4,3,0,1,0,1,2,Yes,Yes,6509.51,7,286.0,11.380262237762238,0.5,High,0.0
8798,207,Apartment,Tier_3,6,2,2,0,0,0,2,2,Yes,No,3872.06,6,34.5,18.7056038647343,3.0,Medium,0.0
8799,598,Independent House,Tier_3,5,2,2,0,1,0,2,1,No,Yes,5915.22,6,119.6,9.891672240802675,2.5,High,0.0
8800,505,Villa,Tier_3,4,1,1,1,1,1,0,1,No,Yes,4937.03,5,126.25,9.77629702970297,4.0,High,0.2370297029702897
8801,638,Villa,Tier_1,7,3,0,0,0,0,3,1,No,Yes,4160.55,4,91.14285714285714,6.521238244514107,2.3333333333333335,Very High,34.787617554858926
8802,644,Villa,Tier_1,4,6,1,1,0,1,4,1,No,No,7055.74,8,161.0,10.95611801242236,0.6666666666666666,Very High,0.0
8803,266,Apartment,Tier_1,3,4,3,0,1,1,0,1,Yes,Yes,4902.85,6,88.66666666666667,18.431766917293235,0.75,Medium,0.0
8804,629,Independent House,Tier_2,7,6,2,1,0,1,1,1,Yes,No,6307.81,6,89.85714285714286,10.02831478537361,1.1666666666666667,Very High,0.0
8805,532,Apartment,Tier_1,6,1,1,1,1,1,2,1,No,Yes,5143.26,7,88.66666666666667,9.667781954887218,6.0,High,1.3221804511278208
8806,550,Independent House,Tier_1,6,6,0,1,1,1,0,2,No,Yes,4329.41,5,91.66666666666667,7.871654545454545,1.0,High,21.283454545454546
8807,817,Apartment,Tier_3,5,4,3,0,0,0,4,2,Yes,Yes,8368.42,9,163.4,10.242864137086903,1.25,Very High,0.0
8808,644,Villa,Tier_1,3,3,0,1,0,1,1,3,Yes,No,5116.35,6,214.66666666666666,7.944642857142858,1.0,Very High,20.553571428571416
8809,303,Apartment,Tier_3,3,6,2,0,0,1,3,1,Yes,Yes,3623.54,7,101.0,11.958877887788779,0.5,Medium,0.0
8810,233,Apartment,Tier_1,2,1,2,1,0,0,2,3,No,Yes,3218.57,8,116.5,13.813605150214594,2.0,Medium,0.0
8811,639,Apartment,Tier_1,1,1,2,0,0,1,2,2,No,No,7844.46,7,639.0,12.276150234741785,1.0,Very High,0.0
8812,430,Villa,Tier_1,6,6,2,1,1,0,2,1,No,No,5689.84,7,71.66666666666667,13.232186046511629,1.0,High,0.0
8813,226,Apartment,Tier_1,6,4,2,0,0,1,4,1,No,No,4589.09,8,37.666666666666664,20.30570796460177,1.5,Medium,0.0
8814,655,Apartment,Tier_1,5,1,3,1,0,1,0,1,Yes,Yes,7606.95,6,131.0,11.613664122137404,5.0,Very High,0.0
8815,428,Villa,Tier_1,3,6,0,1,0,1,4,2,Yes,Yes,4289.28,8,142.66666666666666,10.021682242990654,0.5,High,0.0
8816,261,Independent House,Tier_1,7,4,0,1,0,0,2,3,Yes,Yes,2222.33,6,37.285714285714285,8.514674329501915,1.75,Medium,14.85325670498085
8817,716,Apartment,Tier_3,1,6,0,0,1,1,0,1,No,Yes,4809.94,3,716.0,6.717793296089385,0.16666666666666666,Very High,32.822067039106145
8818,258,Villa,Tier_2,7,6,1,0,1,1,4,3,Yes,No,4767.46,10,36.857142857142854,18.478527131782947,1.1666666666666667,Medium,0.0
8819,118,Apartment,Tier_2,1,3,1,0,1,1,2,3,No,No,3367.74,8,118.0,28.540169491525422,0.3333333333333333,Low,0.0
8820,851,Villa,Tier_1,1,4,2,0,1,1,2,1,Yes,Yes,8392.05,7,851.0,9.861398354876615,0.25,Very High,0.0
8821,82,Independent House,Tier_2,6,3,3,0,0,1,3,3,No,No,4894.21,10,13.666666666666666,59.68548780487805,2.0,Low,0.0
8822,143,Independent House,Tier_3,7,3,3,1,1,1,4,3,No,No,5996.19,13,20.428571428571427,41.9313986013986,2.3333333333333335,Low,0.0
8823,108,Apartment,Tier_3,7,5,0,0,1,0,3,2,No,Yes,-313.89,6,15.428571428571429,-2.906388888888889,1.4,Low,100.0
8824,451,Villa,Tier_3,1,4,2,1,1,0,0,2,No,No,6182.1,6,451.0,13.707538802660755,0.25,High,0.0
8825,602,Independent House,Tier_2,2,2,3,0,0,0,3,3,No,Yes,6608.72,9,301.0,10.97794019933555,1.0,Very High,0.0
8826,176,Independent House,Tier_2,2,5,0,0,1,1,2,2,Yes,Yes,1620.73,6,88.0,9.208693181818182,0.4,Low,7.913068181818176
8827,521,Villa,Tier_2,3,5,0,1,0,1,1,3,Yes,No,5256.97,6,173.66666666666666,10.090153550863723,0.6,High,0.0
8828,282,Apartment,Tier_1,1,4,0,0,0,0,0,2,No,No,2702.55,2,282.0,9.583510638297874,0.25,Medium,4.164893617021264
8829,490,Independent House,Tier_3,7,5,0,0,1,0,4,2,Yes,No,4739.11,7,70.0,9.67165306122449,1.4,High,3.2834693877551047
8830,100,Independent House,Tier_3,3,5,0,1,0,0,3,2,Yes,Yes,668.64,6,33.333333333333336,6.6864,0.6,Low,33.135999999999996
8831,630,Independent House,Tier_1,4,1,3,0,0,1,4,2,Yes,Yes,7527.71,10,157.5,11.948746031746031,4.0,Very High,0.0
8832,814,Apartment,Tier_2,6,3,0,0,1,1,1,2,Yes,No,6541.05,5,135.66666666666666,8.03568796068796,2.0,Very High,19.643120393120398
8833,181,Independent House,Tier_3,2,2,3,0,0,1,0,3,No,No,5142.7,7,90.5,28.412707182320442,1.0,Low,0.0
8834,125,Villa,Tier_2,2,4,3,1,1,1,2,1,No,Yes,4075.74,9,62.5,32.60592,0.5,Low,0.0
8835,145,Apartment,Tier_1,6,1,0,1,1,1,3,3,No,Yes,2338.74,9,24.166666666666668,16.129241379310344,6.0,Low,0.0
8836,682,Independent House,Tier_2,5,6,1,1,1,0,3,3,Yes,Yes,6184.66,9,136.4,9.06841642228739,0.8333333333333334,Very High,7.315835777126097
8837,243,Villa,Tier_1,4,6,1,0,0,0,0,1,Yes,No,2597.03,2,60.75,10.687366255144033,0.6666666666666666,Medium,0.0
8838,190,Villa,Tier_2,7,2,2,1,0,0,1,3,No,Yes,3289.02,7,27.142857142857142,17.31063157894737,3.5,Low,0.0
8839,417,Apartment,Tier_1,2,2,0,0,1,1,0,3,No,Yes,3921.59,5,208.5,9.404292565947243,1.0,High,5.957074340527569
8840,202,Villa,Tier_3,7,1,2,1,1,0,3,1,No,No,5233.24,8,28.857142857142858,25.907128712871287,7.0,Medium,0.0
8841,784,Apartment,Tier_1,1,6,1,0,0,1,2,1,No,No,7738.71,5,784.0,9.87080357142857,0.16666666666666666,Very High,0.0
8842,526,Apartment,Tier_2,6,4,0,0,1,0,3,3,No,Yes,4180.49,7,87.66666666666667,7.947699619771862,1.5,High,20.52300380228138
8843,690,Apartment,Tier_3,1,3,1,0,0,0,1,1,No,No,6240.48,3,690.0,9.044173913043478,0.3333333333333333,Very High,7.558260869565217
8844,370,Villa,Tier_2,6,1,3,0,0,1,4,1,Yes,No,6371.25,9,61.666666666666664,17.219594594594593,6.0,Medium,0.0
8845,750,Apartment,Tier_2,7,5,3,1,0,0,4,1,No,Yes,7588.11,9,107.14285714285714,10.117479999999999,1.4,Very High,0.0
8846,491,Apartment,Tier_1,1,6,1,1,1,1,0,3,Yes,Yes,4611.75,7,491.0,9.39256619144603,0.16666666666666666,High,4.074338085539708
8847,694,Villa,Tier_1,6,2,2,1,0,1,3,3,No,No,8496.74,10,115.66666666666667,12.24314121037464,3.0,Very High,0.0
8848,360,Apartment,Tier_2,7,5,0,1,1,1,1,1,Yes,No,4069.16,5,51.42857142857143,11.303222222222221,1.4,Medium,0.0
8849,122,Independent House,Tier_1,7,4,2,0,0,1,1,2,No,No,3941.96,6,17.428571428571427,32.311147540983605,1.75,Low,0.0
8850,565,Villa,Tier_2,3,6,0,1,1,0,4,1,No,Yes,4218.89,7,188.33333333333334,7.467061946902655,0.5,High,25.329380530973452
8851,675,Villa,Tier_1,2,6,0,1,1,0,4,3,No,No,6673.75,9,337.5,9.887037037037038,0.3333333333333333,Very High,1.129629629629619
8852,782,Villa,Tier_1,3,3,0,1,1,1,0,2,No,No,7151.76,5,260.6666666666667,9.145473145780052,1.0,Very High,8.54526854219948
8853,130,Independent House,Tier_2,7,3,1,1,1,1,0,3,Yes,No,3559.81,7,18.571428571428573,27.383153846153846,2.3333333333333335,Low,0.0
8854,289,Apartment,Tier_3,2,3,1,0,1,1,1,2,No,Yes,2836.4,6,144.5,9.814532871972318,0.6666666666666666,Medium,0.0
8855,205,Villa,Tier_1,5,6,2,1,1,0,0,1,Yes,No,3460.7,5,41.0,16.881463414634144,0.8333333333333334,Medium,0.0
8856,571,Villa,Tier_2,3,5,2,0,0,0,2,3,No,Yes,5888.86,7,190.33333333333334,10.31323992994746,0.6,High,0.0
8857,588,Villa,Tier_3,2,4,2,1,0,0,3,3,Yes,Yes,6588.01,9,294.0,11.204098639455783,0.5,High,0.0
8858,660,Independent House,Tier_1,5,5,1,1,0,1,2,2,Yes,Yes,6166.68,7,132.0,9.343454545454545,1.0,Very High,4.565454545454543
8859,856,Independent House,Tier_1,7,6,1,0,1,0,0,1,No,Yes,6059.36,3,122.28571428571429,7.078691588785047,1.1666666666666667,Very High,27.21308411214953
8860,337,Independent House,Tier_2,2,2,3,1,0,0,2,2,Yes,Yes,4976.84,8,168.5,14.76807121661721,1.0,Medium,0.0
8861,267,Apartment,Tier_1,4,3,0,1,0,0,0,1,No,Yes,440.61,2,66.75,1.6502247191011237,1.3333333333333333,Medium,83.49775280898876
8862,309,Apartment,Tier_2,6,4,0,1,1,0,4,3,Yes,No,4936.68,9,51.5,15.976310679611652,1.5,Medium,0.0
8863,268,Independent House,Tier_2,3,5,3,0,0,1,3,3,Yes,Yes,4551.77,10,89.33333333333333,16.98421641791045,0.6,Medium,0.0
8864,494,Apartment,Tier_1,1,5,2,0,0,0,3,2,Yes,No,5855.11,7,494.0,11.85244939271255,0.2,High,0.0
8865,89,Independent House,Tier_3,5,5,0,0,0,1,1,1,No,No,447.43,3,17.8,5.027303370786517,1.0,Low,49.72696629213483
8866,193,Apartment,Tier_1,5,5,3,1,0,1,0,3,No,No,5107.15,8,38.6,26.461917098445593,1.0,Low,0.0
8867,155,Apartment,Tier_3,7,6,0,1,1,1,0,2,Yes,No,2742.36,5,22.142857142857142,17.692645161290322,1.1666666666666667,Low,0.0
8868,755,Independent House,Tier_1,7,5,1,0,0,1,4,3,No,Yes,7027.93,9,107.85714285714286,9.30851655629139,1.4,Very High,4.9148344370860855
8869,581,Villa,Tier_3,1,2,1,1,0,0,4,2,No,Yes,4879.83,8,581.0,8.399018932874354,0.5,High,14.00981067125646
8870,164,Villa,Tier_1,5,3,1,1,1,0,0,1,No,Yes,1901.07,4,32.8,11.591890243902439,1.6666666666666667,Low,0.0
8871,128,Apartment,Tier_3,1,5,2,0,0,0,4,2,Yes,No,3810.93,8,128.0,29.772890625,0.2,Low,0.0
8872,574,Apartment,Tier_3,1,2,1,1,1,0,3,1,Yes,No,6128.44,7,574.0,10.676724738675958,0.5,High,0.0
8873,768,Apartment,Tier_1,2,6,2,0,1,1,3,3,Yes,Yes,8665.17,10,384.0,11.2827734375,0.3333333333333333,Very High,0.0
8874,466,Apartment,Tier_1,3,4,0,0,1,1,0,3,Yes,Yes,3950.85,5,155.33333333333334,8.47821888412017,0.75,High,15.217811158798298
8875,468,Apartment,Tier_2,4,4,0,1,0,1,1,1,No,No,4805.01,4,117.0,10.267115384615385,1.0,High,0.0
8876,297,Apartment,Tier_3,5,6,0,0,1,1,3,3,No,No,3882.27,8,59.4,13.071616161616161,0.8333333333333334,Medium,0.0
8877,780,Independent House,Tier_1,2,2,0,0,0,0,3,3,Yes,No,7196.33,6,390.0,9.226064102564102,1.0,Very High,7.739358974358979
8878,425,Villa,Tier_2,4,2,1,1,1,1,0,2,Yes,No,5807.61,6,106.25,13.664964705882353,2.0,High,0.0
8879,309,Villa,Tier_1,4,2,0,0,0,0,3,1,Yes,Yes,1730.06,4,77.25,5.598899676375404,2.0,Medium,44.01100323624596
8880,334,Independent House,Tier_3,5,4,1,0,1,1,3,3,No,No,4848.81,9,66.8,14.51739520958084,1.25,Medium,0.0
8881,315,Independent House,Tier_1,5,5,0,1,1,1,0,3,No,No,3911.99,6,63.0,12.419015873015873,1.0,Medium,0.0
8882,105,Villa,Tier_1,2,3,0,0,0,0,3,2,No,Yes,533.61,5,52.5,5.082,0.6666666666666666,Low,49.18
8883,663,Villa,Tier_2,5,5,1,0,0,1,0,1,Yes,No,6575.72,3,132.6,9.91812971342383,1.0,Very High,0.0
8884,340,Apartment,Tier_1,4,1,2,0,1,1,1,2,No,Yes,5194.99,7,85.0,15.279382352941175,4.0,Medium,0.0
8885,845,Villa,Tier_2,5,2,1,1,0,0,4,2,Yes,Yes,6568.64,8,169.0,7.773538461538462,2.5,Very High,20.264615384615382
8886,350,Apartment,Tier_3,6,5,2,0,0,1,0,3,Yes,Yes,4478.69,6,58.333333333333336,12.796257142857142,1.2,Medium,0.0
8887,202,Apartment,Tier_3,6,3,3,1,0,0,3,1,No,Yes,4032.08,8,33.666666666666664,19.96079207920792,2.0,Medium,0.0
8888,735,Villa,Tier_1,2,5,1,1,1,0,2,3,No,No,7837.44,8,367.5,10.663183673469387,0.4,Very High,0.0
8889,336,Apartment,Tier_2,2,1,2,0,1,0,4,1,No,No,5493.45,8,168.0,16.349553571428572,2.0,Medium,0.0
8890,735,Apartment,Tier_3,2,1,3,0,0,1,1,3,Yes,No,9743.54,8,367.5,13.256517006802722,2.0,Very High,0.0
8891,500,Independent House,Tier_1,5,5,2,1,0,1,4,3,No,Yes,6686.29,11,100.0,13.37258,1.0,High,0.0
8892,338,Villa,Tier_1,3,6,1,0,1,0,0,1,Yes,No,4211.88,3,112.66666666666667,12.461183431952662,0.5,Medium,0.0
8893,126,Independent House,Tier_1,2,6,3,0,1,0,3,1,Yes,No,5107.06,8,63.0,40.532222222222224,0.3333333333333333,Low,0.0
8894,604,Apartment,Tier_1,3,6,2,1,0,0,3,2,Yes,No,7025.86,8,201.33333333333334,11.632218543046356,0.5,Very High,0.0
8895,287,Apartment,Tier_1,1,3,1,0,1,1,1,2,No,No,5039.37,6,287.0,17.558780487804878,0.3333333333333333,Medium,0.0
8896,390,Independent House,Tier_2,2,5,2,0,1,1,4,2,No,Yes,5414.57,10,195.0,13.88351282051282,0.4,Medium,0.0
8897,826,Independent House,Tier_1,3,2,0,1,0,1,1,1,Yes,Yes,6462.08,4,275.3333333333333,7.823341404358353,1.5,Very High,21.766585956416463
8898,228,Independent House,Tier_1,7,3,0,0,1,1,0,3,No,No,2778.99,5,32.57142857142857,12.188552631578947,2.3333333333333335,Medium,0.0
8899,517,Apartment,Tier_1,3,4,0,1,0,0,4,1,No,No,4903.49,6,172.33333333333334,9.484506769825918,0.75,High,5.154932301740814
8900,234,Villa,Tier_1,4,3,3,1,1,1,3,2,No,Yes,4917.86,11,58.5,21.016495726495727,1.3333333333333333,Medium,0.0
8901,757,Apartment,Tier_1,7,5,3,1,0,1,1,2,Yes,No,9238.92,8,108.14285714285714,12.204649933949803,1.4,Very High,0.0
8902,169,Independent House,Tier_1,3,5,1,1,0,0,4,2,No,No,3798.63,8,56.333333333333336,22.477100591715978,0.6,Low,0.0
8903,777,Villa,Tier_1,4,4,3,1,0,1,2,2,Yes,No,9933.65,9,194.25,12.784620334620334,1.0,Very High,0.0
8904,437,Independent House,Tier_3,6,1,2,1,1,1,0,3,No,No,6355.18,8,72.83333333333333,14.542745995423342,6.0,High,0.0
8905,253,Apartment,Tier_3,6,5,3,0,1,1,4,3,No,No,6888.22,12,42.166666666666664,27.22616600790514,1.2,Medium,0.0
8906,296,Villa,Tier_1,6,1,3,1,1,1,0,2,No,No,6339.44,8,49.333333333333336,21.417027027027025,6.0,Medium,0.0
