house_id,monthly_units,house_type,city,family_members,rooms,ac_count,refrigerator,washing_machine,geyser,laptop_count,tv_count,work_from_home,solar_panel,electricity_bill
8687,613,Villa,Tier_3,6,6,3,1,0,0,3,3,Yes,No,8469.71
8688,446,Independent House,Tier_2,4,3,0,0,0,1,3,2,Yes,Yes,4043.29
8689,186,Villa,Tier_3,3,6,0,0,0,1,0,1,No,Yes,739.18
8690,518,Apartment,Tier_1,1,2,0,0,1,1,3,3,Yes,No,4650.67
8691,306,Independent House,Tier_3,6,6,0,0,0,0,3,1,Yes,Yes,2284.97
8692,523,Independent House,Tier_1,2,3,2,1,1,0,1,3,Yes,No,6741.62
8693,521,Apartment,Tier_3,4,2,3,0,1,1,4,3,Yes,No,8232.41
8694,475,Independent House,Tier_3,3,4,0,0,1,1,3,2,Yes,No,5614.34
8695,807,Apartment,Tier_1,3,1,3,1,0,1,3,2,Yes,No,10127.74
8696,660,Villa,Tier_1,4,4,2,0,1,1,3,1,No,Yes,7492.09
8697,163,Villa,Tier_2,3,2,3,0,0,0,0,2,No,No,4167.69
8698,694,Independent House,Tier_2,1,6,0,0,1,1,2,3,No,No,6372.92
8699,630,Villa,Tier_2,4,3,0,0,1,0,0,1,No,Yes,4379.09
8700,92,Villa,Tier_3,1,4,2,1,1,0,2,2,No,Yes,3130.46
8701,888,Apartment,Tier_3,4,2,3,1,1,0,3,2,Yes,Yes,9220.44
8702,772,Villa,Tier_1,1,3,1,0,0,0,1,3,Yes,Yes,5612.79
8703,572,Villa,Tier_1,2,3,3,1,1,0,0,1,No,No,7526.71
8704,347,Villa,Tier_2,2,3,1,0,1,1,2,1,No,Yes,2915.93
8705,604,Apartment,Tier_1,3,6,1,0,0,1,3,3,Yes,No,6358.85
8706,199,Independent House,Tier_3,4,2,0,1,1,1,2,3,No,Yes,2337.44
8707,432,Apartment,Tier_1,6,3,1,0,1,0,3,3,No,Yes,4190.66
8708,136,Independent House,Tier_1,4,3,0,1,1,0,0,2,No,Yes,885.71
8709,119,Independent House,Tier_1,1,4,3,1,0,1,0,2,No,Yes,3750.7
8710,415,Villa,Tier_1,6,3,3,0,0,1,2,2,Yes,Yes,4677.41
8711,719,Villa,Tier_1,3,6,3,1,1,1,3,1,No,Yes,8167.48
8712,252,Apartment,Tier_2,7,1,0,1,1,0,0,3,Yes,Yes,1467.8
8713,626,Apartment,Tier_2,3,2,1,0,1,1,4,3,No,Yes,6135.96
8714,338,Apartment,Tier_3,7,3,2,1,0,1,0,1,No,No,5380.57
8715,596,Villa,Tier_2,6,3,2,0,1,0,3,3,Yes,No,7580.3
8716,809,Independent House,Tier_1,4,5,2,1,1,1,4,3,Yes,No,10081.11
8717,602,Apartment,Tier_2,7,4,3,1,0,0,0,2,No,Yes,6678.8
8718,196,Independent House,Tier_3,2,3,3,1,0,1,3,1,No,No,5478.5
8719,263,Villa,Tier_2,7,4,3,0,1,0,2,3,Yes,No,5684.75
8720,195,Villa,Tier_3,4,4,2,1,1,0,2,1,Yes,Yes,4021.73
8721,241,Villa,Tier_3,7,1,3,0,0,1,0,2,Yes,No,4937.29
8722,658,Villa,Tier_3,6,2,1,0,1,0,3,1,No,No,6720.92
8723,791,Independent House,Tier_1,4,1,1,0,0,1,3,1,Yes,Yes,6633.92
8724,622,Independent House,Tier_3,5,2,3,0,1,0,3,3,Yes,No,7797.67
8725,666,Apartment,Tier_2,1,5,1,0,0,1,3,3,Yes,No,7270.15
8726,316,Independent House,Tier_2,1,1,1,0,1,0,2,3,No,No,3715.52
8727,145,Independent House,Tier_2,5,4,2,1,0,0,4,2,No,Yes,3165.19
8728,149,Independent House,Tier_3,3,3,3,1,1,0,2,1,No,No,4740.65
8729,888,Apartment,Tier_3,6,5,0,1,0,0,2,2,Yes,Yes,5903.93
8730,526,Independent House,Tier_1,1,2,1,1,0,0,0,1,No,Yes,3653.51
8731,495,Independent House,Tier_3,3,1,1,0,0,0,2,1,Yes,No,4792.32
8732,611,Independent House,Tier_2,2,5,3,0,0,1,2,2,Yes,No,8137.28
8733,520,Villa,Tier_1,3,6,2,0,0,1,1,3,Yes,Yes,5488.6
8734,817,Independent House,Tier_2,1,1,2,1,0,0,0,2,Yes,Yes,6578.78
8735,543,Apartment,Tier_1,6,4,1,1,1,0,4,3,No,Yes,5476.4
8736,475,Apartment,Tier_3,6,6,0,0,0,1,0,3,Yes,No,4190.95
8737,790,Apartment,Tier_1,3,1,3,1,1,1,0,2,No,No,10366.4
8738,630,Apartment,Tier_3,7,2,3,1,0,1,1,3,No,No,8995.68
8739,736,Villa,Tier_3,2,6,1,1,1,1,1,2,Yes,No,7756.49
8740,636,Apartment,Tier_2,5,6,2,0,1,0,2,1,Yes,Yes,6635.84
8741,474,Villa,Tier_3,1,2,2,0,1,0,3,3,Yes,No,6889.92
8742,405,Villa,Tier_3,6,3,2,0,0,1,3,1,Yes,No,6296.96
8743,170,Villa,Tier_3,2,3,2,1,1,1,2,3,No,Yes,3498.75
8744,829,Apartment,Tier_2,4,2,2,1,1,0,4,3,No,No,10068.53
8745,149,Apartment,Tier_3,5,2,3,1,0,0,4,3,Yes,Yes,3802.88
8746,245,Villa,Tier_2,5,2,2,0,0,0,1,3,Yes,No,4812.99
8747,721,Villa,Tier_1,7,5,1,1,1,0,2,3,Yes,No,6834.86
8748,293,Apartment,Tier_2,7,6,0,0,0,0,0,1,No,Yes,602.46
8749,680,Independent House,Tier_2,1,1,0,0,0,1,0,3,Yes,No,5747.12
8750,414,Independent House,Tier_3,2,5,2,0,0,0,0,2,No,Yes,3880.48
8751,843,Independent House,Tier_2,6,4,3,1,1,1,4,3,Yes,Yes,10494.04
8752,448,Apartment,Tier_1,7,3,1,0,0,0,1,1,No,Yes,4315.28
8753,663,Apartment,Tier_2,6,1,1,0,0,0,3,1,No,No,5678.77
8754,756,Villa,Tier_3,4,3,2,0,0,1,0,2,Yes,Yes,6387.69
8755,128,Apartment,Tier_1,6,4,2,0,1,0,2,2,No,No,4717.09
8756,131,Apartment,Tier_3,2,2,2,1,1,1,4,3,Yes,Yes,3818.05
8757,368,Apartment,Tier_3,6,3,1,1,0,0,1,2,No,No,4177.68
8758,869,Villa,Tier_2,3,2,3,0,1,1,2,1,Yes,Yes,9348.92
8759,705,Villa,Tier_3,6,3,1,0,1,1,0,1,Yes,No,6856.35
8760,318,Independent House,Tier_1,1,4,0,0,0,1,2,1,Yes,No,2670.0
8761,212,Independent House,Tier_1,3,3,0,0,0,0,4,1,Yes,No,2547.54
8762,865,Apartment,Tier_1,6,4,0,0,0,0,1,3,No,Yes,5904.59
8763,245,Apartment,Tier_1,6,1,0,1,1,1,1,2,No,Yes,2639.9
8764,453,Villa,Tier_2,6,5,0,1,1,0,2,1,Yes,Yes,3476.08
8765,452,Independent House,Tier_1,3,4,3,1,1,0,2,3,No,No,7756.24
8766,884,Independent House,Tier_2,6,3,2,1,1,0,0,3,No,Yes,8537.34
8767,557,Independent House,Tier_3,7,1,3,1,1,0,2,2,Yes,Yes,6482.48
8768,834,Apartment,Tier_3,5,4,3,0,1,0,3,3,No,Yes,8250.36
8769,558,Apartment,Tier_2,6,3,1,0,0,0,1,1,Yes,Yes,4084.77
8770,729,Apartment,Tier_3,7,6,3,0,1,0,1,2,No,No,9400.69
8771,670,Villa,Tier_3,5,4,0,1,0,1,3,2,Yes,No,6656.64
8772,761,Independent House,Tier_1,3,4,2,1,0,1,1,3,No,No,8925.64
8773,714,Villa,Tier_3,6,2,3,0,0,0,0,2,No,Yes,6075.52
8774,767,Independent House,Tier_3,7,3,3,1,0,1,3,3,Yes,No,10794.27
8775,379,Apartment,Tier_2,2,5,3,0,0,0,4,1,No,Yes,5582.21
8776,161,Villa,Tier_1,7,4,1,0,1,0,2,1,Yes,Yes,2105.12
8777,166,Villa,Tier_3,1,1,0,0,1,1,3,1,No,Yes,1738.46
8778,304,Apartment,Tier_3,6,3,2,1,1,0,0,1,Yes,Yes,3213.09
8779,95,Independent House,Tier_2,1,5,0,1,0,0,3,3,No,No,1340.68
8780,437,Independent House,Tier_3,2,3,0,1,1,0,1,3,Yes,No,4723.74
8781,242,Independent House,Tier_1,3,6,1,1,0,0,1,2,No,No,3280.04
8782,689,Independent House,Tier_1,1,5,2,0,1,0,1,1,Yes,No,7409.25
8783,747,Apartment,Tier_1,6,5,1,0,1,0,1,2,Yes,No,7402.09
8784,593,Apartment,Tier_2,5,4,3,0,0,1,0,2,Yes,No,8102.41
8785,429,Apartment,Tier_1,4,2,0,1,1,0,2,1,Yes,No,4661.8
8786,760,Apartment,Tier_1,5,3,0,1,0,0,1,3,Yes,No,6282.01
8787,543,Villa,Tier_1,2,1,3,0,1,0,0,2,No,No,6017.18
8788,454,Villa,Tier_1,7,6,0,1,0,1,0,3,No,Yes,3275.47
8789,171,Villa,Tier_1,4,1,1,1,1,1,0,1,Yes,Yes,2498.65
8790,260,Apartment,Tier_1,1,2,0,1,0,1,4,3,Yes,No,3116.32
8791,822,Independent House,Tier_2,6,1,3,1,0,1,4,2,Yes,No,9539.05
8792,380,Villa,Tier_1,1,3,2,1,1,0,3,3,No,Yes,5266.06
8793,739,Villa,Tier_3,4,1,0,1,1,1,0,2,No,No,7138.96
8794,871,Apartment,Tier_2,1,6,1,0,0,0,4,1,Yes,Yes,6674.73
8795,268,Independent House,Tier_3,4,3,0,0,0,1,4,1,No,No,3356.28
8796,393,Independent House,Tier_3,3,5,3,1,0,0,3,1,No,No,6517.77
8797,572,Independent House,Tier_1,2,4,3,0,1,0,1,2,Yes,Yes,6509.51
8798,207,Apartment,Tier_3,6,2,2,0,0,0,2,2,Yes,No,3872.06
8799,598,Independent House,Tier_3,5,2,2,0,1,0,2,1,No,Yes,5915.22
8800,505,Villa,Tier_3,4,1,1,1,1,1,0,1,No,Yes,4937.03
8801,638,Villa,Tier_1,7,3,0,0,0,0,3,1,No,Yes,4160.55
8802,644,Villa,Tier_1,4,6,1,1,0,1,4,1,No,No,7055.74
8803,266,Apartment,Tier_1,3,4,3,0,1,1,0,1,Yes,Yes,4902.85
8804,629,Independent House,Tier_2,7,6,2,1,0,1,1,1,Yes,No,6307.81
8805,532,Apartment,Tier_1,6,1,1,1,1,1,2,1,No,Yes,5143.26
8806,550,Independent House,Tier_1,6,6,0,1,1,1,0,2,No,Yes,4329.41
8807,817,Apartment,Tier_3,5,4,3,0,0,0,4,2,Yes,Yes,8368.42
8808,644,Villa,Tier_1,3,3,0,1,0,1,1,3,Yes,No,5116.35
8809,303,Apartment,Tier_3,3,6,2,0,0,1,3,1,Yes,Yes,3623.54
8810,233,Apartment,Tier_1,2,1,2,1,0,0,2,3,No,Yes,3218.57
8811,639,Apartment,Tier_1,1,1,2,0,0,1,2,2,No,No,7844.46
8812,430,Villa,Tier_1,6,6,2,1,1,0,2,1,No,No,5689.84
8813,226,Apartment,Tier_1,6,4,2,0,0,1,4,1,No,No,4589.09
8814,655,Apartment,Tier_1,5,1,3,1,0,1,0,1,Yes,Yes,7606.95
8815,428,Villa,Tier_1,3,6,0,1,0,1,4,2,Yes,Yes,4289.28
8816,261,Independent House,Tier_1,7,4,0,1,0,0,2,3,Yes,Yes,2222.33
8817,716,Apartment,Tier_3,1,6,0,0,1,1,0,1,No,Yes,4809.94
8818,258,Villa,Tier_2,7,6,1,0,1,1,4,3,Yes,No,4767.46
8819,118,Apartment,Tier_2,1,3,1,0,1,1,2,3,No,No,3367.74
8820,851,Villa,Tier_1,1,4,2,0,1,1,2,1,Yes,Yes,8392.05
8821,82,Independent House,Tier_2,6,3,3,0,0,1,3,3,No,No,4894.21
8822,143,Independent House,Tier_3,7,3,3,1,1,1,4,3,No,No,5996.19
8823,108,Apartment,Tier_3,7,5,0,0,1,0,3,2,No,Yes,-313.89
8824,451,Villa,Tier_3,1,4,2,1,1,0,0,2,No,No,6182.1
8825,602,Independent House,Tier_2,2,2,3,0,0,0,3,3,No,Yes,6608.72
8826,176,Independent House,Tier_2,2,5,0,0,1,1,2,2,Yes,Yes,1620.73
8827,521,Villa,Tier_2,3,5,0,1,0,1,1,3,Yes,No,5256.97
8828,282,Apartment,Tier_1,1,4,0,0,0,0,0,2,No,No,2702.55
8829,490,Independent House,Tier_3,7,5,0,0,1,0,4,2,Yes,No,4739.11
8830,100,Independent House,Tier_3,3,5,0,1,0,0,3,2,Yes,Yes,668.64
8831,630,Independent House,Tier_1,4,1,3,0,0,1,4,2,Yes,Yes,7527.71
8832,814,Apartment,Tier_2,6,3,0,0,1,1,1,2,Yes,No,6541.05
8833,181,Independent House,Tier_3,2,2,3,0,0,1,0,3,No,No,5142.7
8834,125,Villa,Tier_2,2,4,3,1,1,1,2,1,No,Yes,4075.74
8835,145,Apartment,Tier_1,6,1,0,1,1,1,3,3,No,Yes,2338.74
8836,682,Independent House,Tier_2,5,6,1,1,1,0,3,3,Yes,Yes,6184.66
8837,243,Villa,Tier_1,4,6,1,0,0,0,0,1,Yes,No,2597.03
8838,190,Villa,Tier_2,7,2,2,1,0,0,1,3,No,Yes,3289.02
8839,417,Apartment,Tier_1,2,2,0,0,1,1,0,3,No,Yes,3921.59
8840,202,Villa,Tier_3,7,1,2,1,1,0,3,1,No,No,5233.24
8841,784,Apartment,Tier_1,1,6,1,0,0,1,2,1,No,No,7738.71
8842,526,Apartment,Tier_2,6,4,0,0,1,0,3,3,No,Yes,4180.49
8843,690,Apartment,Tier_3,1,3,1,0,0,0,1,1,No,No,6240.48
8844,370,Villa,Tier_2,6,1,3,0,0,1,4,1,Yes,No,6371.25
8845,750,Apartment,Tier_2,7,5,3,1,0,0,4,1,No,Yes,7588.11
8846,491,Apartment,Tier_1,1,6,1,1,1,1,0,3,Yes,Yes,4611.75
8847,694,Villa,Tier_1,6,2,2,1,0,1,3,3,No,No,8496.74
8848,360,Apartment,Tier_2,7,5,0,1,1,1,1,1,Yes,No,4069.16
8849,122,Independent House,Tier_1,7,4,2,0,0,1,1,2,No,No,3941.96
8850,565,Villa,Tier_2,3,6,0,1,1,0,4,1,No,Yes,4218.89
8851,675,Villa,Tier_1,2,6,0,1,1,0,4,3,No,No,6673.75
8852,782,Villa,Tier_1,3,3,0,1,1,1,0,2,No,No,7151.76
8853,130,Independent House,Tier_2,7,3,1,1,1,1,0,3,Yes,No,3559.81
8854,289,Apartment,Tier_3,2,3,1,0,1,1,1,2,No,Yes,2836.4
8855,205,Villa,Tier_1,5,6,2,1,1,0,0,1,Yes,No,3460.7
8856,571,Villa,Tier_2,3,5,2,0,0,0,2,3,No,Yes,5888.86
8857,588,Villa,Tier_3,2,4,2,1,0,0,3,3,Yes,Yes,6588.01
8858,660,Independent House,Tier_1,5,5,1,1,0,1,2,2,Yes,Yes,6166.68
8859,856,Independent House,Tier_1,7,6,1,0,1,0,0,1,No,Yes,6059.36
8860,337,Independent House,Tier_2,2,2,3,1,0,0,2,2,Yes,Yes,4976.84
8861,267,Apartment,Tier_1,4,3,0,1,0,0,0,1,No,Yes,440.61
8862,309,Apartment,Tier_2,6,4,0,1,1,0,4,3,Yes,No,4936.68
8863,268,Independent House,Tier_2,3,5,3,0,0,1,3,3,Yes,Yes,4551.77
8864,494,Apartment,Tier_1,1,5,2,0,0,0,3,2,Yes,No,5855.11
8865,89,Independent House,Tier_3,5,5,0,0,0,1,1,1,No,No,447.43
8866,193,Apartment,Tier_1,5,5,3,1,0,1,0,3,No,No,5107.15
8867,155,Apartment,Tier_3,7,6,0,1,1,1,0,2,Yes,No,2742.36
8868,755,Independent House,Tier_1,7,5,1,0,0,1,4,3,No,Yes,7027.93
8869,581,Villa,Tier_3,1,2,1,1,0,0,4,2,No,Yes,4879.83
8870,164,Villa,Tier_1,5,3,1,1,1,0,0,1,No,Yes,1901.07
8871,128,Apartment,Tier_3,1,5,2,0,0,0,4,2,Yes,No,3810.93
8872,574,Apartment,Tier_3,1,2,1,1,1,0,3,1,Yes,No,6128.44
8873,768,Apartment,Tier_1,2,6,2,0,1,1,3,3,Yes,Yes,8665.17
8874,466,Apartment,Tier_1,3,4,0,0,1,1,0,3,Yes,Yes,3950.85
8875,468,Apartment,Tier_2,4,4,0,1,0,1,1,1,No,No,4805.01
8876,297,Apartment,Tier_3,5,6,0,0,1,1,3,3,No,No,3882.27
8877,780,Independent House,Tier_1,2,2,0,0,0,0,3,3,Yes,No,7196.33
8878,425,Villa,Tier_2,4,2,1,1,1,1,0,2,Yes,No,5807.61
8879,309,Villa,Tier_1,4,2,0,0,0,0,3,1,Yes,Yes,1730.06
8880,334,Independent House,Tier_3,5,4,1,0,1,1,3,3,No,No,4848.81
8881,315,Independent House,Tier_1,5,5,0,1,1,1,0,3,No,No,3911.99
8882,105,Villa,Tier_1,2,3,0,0,0,0,3,2,No,Yes,533.61
8883,663,Villa,Tier_2,5,5,1,0,0,1,0,1,Yes,No,6575.72
8884,340,Apartment,Tier_1,4,1,2,0,1,1,1,2,No,Yes,5194.99
8885,845,Villa,Tier_2,5,2,1,1,0,0,4,2,Yes,Yes,6568.64
8886,350,Apartment,Tier_3,6,5,2,0,0,1,0,3,Yes,Yes,4478.69
8887,202,Apartment,Tier_3,6,3,3,1,0,0,3,1,No,Yes,4032.08
8888,735,Villa,Tier_1,2,5,1,1,1,0,2,3,No,No,7837.44
8889,336,Apartment,Tier_2,2,1,2,0,1,0,4,1,No,No,5493.45
8890,735,Apartment,Tier_3,2,1,3,0,0,1,1,3,Yes,No,9743.54
8891,500,Independent House,Tier_1,5,5,2,1,0,1,4,3,No,Yes,6686.29
8892,338,Villa,Tier_1,3,6,1,0,1,0,0,1,Yes,No,4211.88
8893,126,Independent House,Tier_1,2,6,3,0,1,0,3,1,Yes,No,5107.06
8894,604,Apartment,Tier_1,3,6,2,1,0,0,3,2,Yes,No,7025.86
8895,287,Apartment,Tier_1,1,3,1,0,1,1,1,2,No,No,5039.37
8896,390,Independent House,Tier_2,2,5,2,0,1,1,4,2,No,Yes,5414.57
8897,826,Independent House,Tier_1,3,2,0,1,0,1,1,1,Yes,Yes,6462.08
8898,228,Independent House,Tier_1,7,3,0,0,1,1,0,3,No,No,2778.99
8899,517,Apartment,Tier_1,3,4,0,1,0,0,4,1,No,No,4903.49
8900,234,Villa,Tier_1,4,3,3,1,1,1,3,2,No,Yes,4917.86
8901,757,Apartment,Tier_1,7,5,3,1,0,1,1,2,Yes,No,9238.92
8902,169,Independent House,Tier_1,3,5,1,1,0,0,4,2,No,No,3798.63
8903,777,Villa,Tier_1,4,4,3,1,0,1,2,2,Yes,No,9933.65
8904,437,Independent House,Tier_3,6,1,2,1,1,1,0,3,No,No,6355.18
8905,253,Apartment,Tier_3,6,5,3,0,1,1,4,3,No,No,6888.22
8906,296,Villa,Tier_1,6,1,3,1,1,1,0,2,No,No,6339.44
8907,535,Villa,Tier_2,3,1,3,0,1,0,3,1,Yes,No,7568.56
8908,855,Apartment,Tier_1,3,2,0,0,1,0,2,2,No,Yes,5636.23
8909,688,Independent House,Tier_2,1,6,1,0,0,0,1,2,Yes,No,6057.79
8910,708,Independent House,Tier_2,3,1,3,1,0,0,3,2,Yes,Yes,6780.79
8911,278,Independent House,Tier_2,5,3,1,1,0,1,1,3,No,Yes,2371.7
8912,565,Apartment,Tier_2,5,6,2,1,1,1,0,1,No,Yes,6241.81
8913,612,Independent House,Tier_2,6,1,1,0,1,1,3,3,No,No,7588.41
8914,279,Villa,Tier_3,7,6,1,0,1,1,0,2,Yes,Yes,3998.21
8915,450,Independent House,Tier_1,7,2,3,1,0,0,0,2,No,Yes,5712.28
8916,527,Independent House,Tier_3,5,5,2,0,1,0,4,2,No,No,6699.12
8917,327,Villa,Tier_3,1,5,0,1,1,0,4,1,No,Yes,2090.23
8918,867,Villa,Tier_1,3,4,2,1,0,0,3,3,Yes,Yes,8106.24
8919,343,Independent House,Tier_3,1,1,0,1,1,0,1,3,No,No,3835.1
8920,137,Villa,Tier_1,7,3,0,0,0,1,1,1,Yes,Yes,751.44
8921,381,Apartment,Tier_1,3,4,0,1,1,1,1,3,Yes,Yes,3791.37
8922,110,Villa,Tier_1,4,4,0,1,1,0,2,2,No,No,1647.5
8923,577,Apartment,Tier_1,1,2,1,1,1,0,2,1,No,No,6294.0
8924,328,Villa,Tier_2,6,5,0,0,0,0,2,1,Yes,No,2954.52
8925,684,Apartment,Tier_2,7,1,1,0,1,0,2,1,No,No,6321.77
8926,856,Apartment,Tier_3,5,6,2,0,0,1,1,2,Yes,No,8653.6
8927,350,Independent House,Tier_1,5,6,0,0,1,0,0,3,Yes,No,3593.08
8928,685,Villa,Tier_1,5,1,3,0,1,1,4,3,Yes,Yes,8949.77
8929,745,Villa,Tier_1,7,5,0,0,1,0,1,2,Yes,Yes,5475.56
8930,473,Villa,Tier_1,3,6,0,0,1,1,4,2,No,No,5581.48
8931,876,Apartment,Tier_2,3,2,0,1,0,1,1,1,Yes,No,7754.24
8932,581,Independent House,Tier_2,1,2,0,1,0,1,0,1,No,Yes,3441.26
8933,671,Villa,Tier_2,6,2,3,0,0,1,1,3,Yes,No,8546.25
8934,883,Independent House,Tier_3,2,3,2,0,1,1,4,1,Yes,Yes,9032.84
8935,163,Independent House,Tier_1,7,1,0,0,1,0,1,1,Yes,Yes,1730.51
8936,444,Apartment,Tier_2,3,2,3,1,0,0,2,1,No,Yes,5382.27
8937,628,Villa,Tier_2,7,2,3,1,0,1,3,1,No,No,9346.48
8938,421,Independent House,Tier_1,2,5,2,0,0,0,3,3,No,No,6380.44
8939,486,Villa,Tier_2,2,4,2,1,0,1,1,2,Yes,Yes,5527.53
8940,504,Villa,Tier_1,3,4,2,1,1,1,1,3,Yes,Yes,5704.61
8941,823,Villa,Tier_1,1,4,3,0,1,1,1,2,No,Yes,9280.24
8942,172,Independent House,Tier_2,6,1,1,0,1,0,3,1,Yes,Yes,2583.01
8943,693,Apartment,Tier_3,7,3,1,0,1,1,4,1,Yes,Yes,6630.77
8944,491,Apartment,Tier_1,2,1,3,1,0,1,2,1,No,No,8471.01
8945,511,Independent House,Tier_3,1,6,0,1,0,0,2,3,No,Yes,3284.42
8946,757,Villa,Tier_2,1,5,3,1,1,0,1,1,No,Yes,8026.44
8947,238,Villa,Tier_1,6,2,3,1,0,1,3,2,Yes,No,6459.79
8948,93,Apartment,Tier_1,3,1,2,1,1,0,4,3,No,No,4959.16
8949,452,Independent House,Tier_2,6,4,2,1,0,1,3,3,No,Yes,6376.33
8950,304,Independent House,Tier_3,7,3,0,1,1,0,2,3,No,Yes,2205.38
8951,584,Apartment,Tier_2,2,5,3,0,1,1,2,2,No,No,8456.68
8952,152,Independent House,Tier_2,1,2,0,1,1,1,0,2,Yes,Yes,1199.77
8953,328,Independent House,Tier_2,2,3,2,1,0,0,3,3,No,Yes,3305.75
8954,590,Apartment,Tier_3,7,1,3,1,0,0,3,3,Yes,Yes,6950.92
8955,682,Apartment,Tier_1,7,1,3,1,1,0,2,2,No,Yes,7167.78
8956,295,Independent House,Tier_1,1,3,1,1,0,0,1,3,No,Yes,2388.43
8957,681,Independent House,Tier_2,3,3,2,0,0,0,3,3,No,No,7345.08
8958,620,Apartment,Tier_2,7,2,0,1,1,1,1,1,Yes,No,5545.88
8959,896,Apartment,Tier_3,1,4,3,1,0,1,0,2,Yes,Yes,9024.58
8960,299,Villa,Tier_2,3,3,2,0,0,1,2,2,Yes,Yes,4242.25
8961,806,Independent House,Tier_3,3,2,0,0,0,1,3,2,Yes,Yes,6740.7
8962,300,Independent House,Tier_3,2,3,1,0,0,0,1,3,Yes,Yes,2769.64
8963,468,Apartment,Tier_3,2,6,2,0,0,0,3,2,Yes,No,5877.2
8964,633,Apartment,Tier_2,6,3,0,1,0,0,2,1,No,No,5193.73
8965,726,Villa,Tier_1,2,6,3,0,0,0,0,1,No,No,7964.65
8966,121,Villa,Tier_3,4,4,2,1,1,1,0,1,Yes,No,4098.44
8967,755,Apartment,Tier_1,2,2,1,1,1,0,4,3,No,No,8075.33
8968,362,Independent House,Tier_3,2,1,2,1,0,1,2,1,Yes,Yes,4656.89
8969,137,Villa,Tier_2,6,2,0,0,0,0,3,2,No,Yes,647.01
8970,893,Apartment,Tier_3,1,2,0,0,0,1,0,1,No,No,7112.37
8971,616,Apartment,Tier_3,6,2,2,0,0,1,3,2,Yes,Yes,6328.14
8972,152,Apartment,Tier_1,4,4,2,0,0,1,2,1,Yes,No,3787.85
8973,208,Independent House,Tier_2,4,4,0,0,1,0,2,1,Yes,Yes,1716.69
8974,678,Apartment,Tier_3,7,5,3,0,0,1,1,3,No,Yes,6620.13
8975,505,Apartment,Tier_2,1,6,0,0,0,0,1,1,No,No,4196.82
8976,744,Independent House,Tier_1,2,1,2,0,0,0,2,3,Yes,Yes,6637.56
8977,773,Apartment,Tier_2,6,4,3,0,0,0,1,3,No,No,8922.3
8978,204,Apartment,Tier_2,7,6,1,1,0,1,0,1,Yes,No,2823.06
8979,146,Villa,Tier_1,5,4,0,0,0,0,1,1,No,Yes,-1111.41
8980,85,Apartment,Tier_3,3,2,1,0,1,1,1,2,Yes,Yes,2299.0
8981,716,Independent House,Tier_3,4,2,3,1,1,0,0,3,No,Yes,8251.82
8982,393,Villa,Tier_2,7,6,1,1,0,1,4,1,Yes,Yes,4713.33
8983,405,Apartment,Tier_3,1,3,1,1,1,0,0,2,Yes,Yes,3840.96
8984,644,Independent House,Tier_1,7,3,3,0,0,0,3,2,Yes,No,7784.82
8985,657,Apartment,Tier_2,5,3,3,0,1,0,3,3,No,No,8737.96
8986,585,Villa,Tier_2,3,6,0,0,0,1,0,3,No,No,5259.94
8987,161,Independent House,Tier_3,5,4,1,0,1,0,1,2,Yes,Yes,1496.3
8988,678,Villa,Tier_3,2,3,2,0,0,1,0,1,No,Yes,5972.7
8989,81,Independent House,Tier_3,1,1,2,0,1,0,1,2,No,Yes,1969.43
8990,283,Independent House,Tier_2,3,6,3,1,1,0,1,3,Yes,Yes,5162.81
8991,741,Apartment,Tier_3,3,3,2,1,1,0,3,1,Yes,No,7848.43
8992,884,Independent House,Tier_2,2,5,0,0,0,0,3,3,Yes,No,6919.18
8993,483,Independent House,Tier_3,2,5,3,0,1,1,4,2,Yes,Yes,6999.02
8994,182,Apartment,Tier_2,2,2,3,1,1,0,3,1,Yes,Yes,4231.69
8995,615,Independent House,Tier_2,1,4,1,1,1,0,0,3,No,No,6936.83
8996,447,Independent House,Tier_2,4,6,3,1,0,0,3,3,Yes,Yes,5829.85
8997,291,Independent House,Tier_3,5,5,2,1,0,0,1,3,Yes,No,4293.58
8998,656,Independent House,Tier_3,1,1,3,0,0,1,1,2,No,Yes,6883.78
8999,288,Apartment,Tier_1,1,2,1,1,0,0,2,1,No,No,4243.36
9000,842,Apartment,Tier_2,5,5,0,1,0,1,0,3,No,Yes,4935.96
9001,196,Villa,Tier_3,7,3,2,1,1,1,4,1,Yes,Yes,3929.71
9002,707,Independent House,Tier_1,3,5,3,1,0,1,4,1,No,Yes,7882.54
9003,828,Apartment,Tier_1,7,5,0,1,1,1,3,1,Yes,Yes,6528.05
9004,557,Independent House,Tier_3,5,2,1,1,1,1,2,3,Yes,Yes,5645.9
9005,184,Apartment,Tier_2,2,4,1,0,0,1,3,2,Yes,Yes,2302.13
9006,574,Villa,Tier_1,3,3,0,1,1,1,3,3,No,Yes,5169.54
9007,850,Independent House,Tier_1,7,3,1,0,0,0,4,3,No,No,7704.96
9008,125,Villa,Tier_2,1,3,1,1,1,1,1,2,Yes,Yes,2705.32
9009,410,Villa,Tier_3,5,3,1,0,0,0,2,1,No,No,4471.18
9010,295,Villa,Tier_2,1,4,1,0,1,0,2,3,No,No,3695.6
9011,571,Apartment,Tier_2,7,3,3,1,1,0,0,3,Yes,Yes,6500.15
9012,892,Independent House,Tier_3,6,4,0,0,0,1,4,2,No,No,7069.37
